1000,1000,1000,0,0,0
1074.03,619.828,307.06,0,0,1.05841
1074.03,619.828,307.06,0,0,1.05841
1539.12,362.868,618.936,0,0,0.258407
1539.12,362.868,618.936,0,0,0.258407
1456,509.081,850.236,0,0,-2.74159
1456,509.081,850.236,0,0,-2.74159
1418.07,605.539,1037.36,0,0,-1.94159
1418.07,605.539,1037.36,0,0,-1.94159
1615.18,580.716,1237.79,0,0,3.05841
1615.18,580.716,1237.79,0,0,3.05841
1928.98,550.808,1352.55,0,0,-1.34159
1928.98,550.808,1352.55,0,0,-1.34159
1701.93,369.908,1307.17,0,0,0.658407
1701.93,369.908,1307.17,0,0,0.658407
1045.76,138.222,1216.82,0,0,-2.34159
1045.76,138.222,1216.82,0,0,-2.34159
774.312,158.896,1289.41,0,0,-1.34159
774.312,158.896,1289.41,0,0,-1.34159
644.531,-18.4716,1196.82,0,0,-1.14159
644.531,-18.4716,1196.82,0,0,-1.14159
793.474,-115.022,1363.31,0,0,2.65841
793.474,-115.022,1363.31,0,0,2.65841
706.848,147.295,1474.65,0,0,-1.94159
706.848,147.295,1474.65,0,0,-1.94159
671.136,333.357,1598.35,0,0,-2.34159
671.136,333.357,1598.35,0,0,-2.34159
658.629,463.225,1738.94,0,0,0.658407
658.629,463.225,1738.94,0,0,0.658407
642.343,531.616,1833.54,0,0,-0.141593
642.343,531.616,1833.54,0,0,-0.141593
532.664,464.272,1784.63,0,0,1.65841
532.664,464.272,1784.63,0,0,1.65841
421.8,408.284,1754.93,0,0,2.25841
421.8,408.284,1754.93,0,0,2.25841
357.914,326.247,1672.02,0,0,0.658407
357.914,326.247,1672.02,0,0,0.658407
253.85,470.95,1639.36,0,0,-2.74159
253.85,470.95,1639.36,0,0,-2.74159
200.378,516.409,1637.75,0,0,-0.541593
200.378,516.409,1637.75,0,0,-0.541593
156.378,537.231,1661.62,0,0,-0.541593
156.378,537.231,1661.62,0,0,-0.541593
121.69,562.201,1698.05,0,0,-1.54159
121.69,562.201,1698.05,0,0,-1.54159
255.524,666.274,1657.59,0,0,-2.54159
