1000,1000,1000,0,0,0
1144.13,1133.1,812.742,0,0,1.65841
1144.13,1133.1,812.742,0,0,1.65841
884.543,1121.36,1199.6,0,0,1.65841
884.543,1121.36,1199.6,0,0,1.65841
690.508,1322.12,1528.95,0,0,-0.741593
690.508,1322.12,1528.95,0,0,-0.741593
595.438,1441.51,1711.9,0,0,-0.741593
595.438,1441.51,1711.9,0,0,-0.741593
542.095,1554.52,1797.22,0,0,-0.541593
542.095,1554.52,1797.22,0,0,-0.541593
450.192,1524.52,1844.58,0,0,-0.741593
450.192,1524.52,1844.58,0,0,-0.741593
414.424,1562.79,1859.89,0,0,-1.14159
414.424,1562.79,1859.89,0,0,-1.14159
397.886,1606.84,1865.72,0,0,-2.14159
397.886,1606.84,1865.72,0,0,-2.14159
390.259,1646.96,1870.97,0,0,0.0584073
390.259,1646.96,1870.97,0,0,0.0584073
400.472,1681.8,1876.48,0,0,-2.54159
400.472,1681.8,1876.48,0,0,-2.54159
416.283,1711.61,1881.01,0,0,-2.14159
416.283,1711.61,1881.01,0,0,-2.14159
436.942,1742.86,1883.41,0,0,-2.94159
436.942,1742.86,1883.41,0,0,-2.94159
456.994,1778.9,1885.22,0,0,-2.54159
456.994,1778.9,1885.22,0,0,-2.54159
476.417,1821.75,1890.24,0,0,-1.94159
476.417,1821.75,1890.24,0,0,-1.94159
497.089,1868.25,1901.41,0,0,3.14159
497.089,1868.25,1901.41,0,0,3.14159
520.647,1914.32,1918.88,0,0,-2.34159
520.647,1914.32,1918.88,0,0,-2.34159
546.191,1955.74,1939.64,0,0,-2.14159
546.191,1955.74,1939.64,0,0,-2.14159
572.614,1993.01,1960.85,0,0,-1.74159
572.614,1993.01,1960.85,0,0,-1.74159
562.676,2043.7,1961.77,0,0,-1.34159
562.676,2043.7,1961.77,0,0,-1.34159
552.407,2093.24,1962.68,0,0,-1.54159
552.407,2093.24,1962.68,0,0,-1.54159
541.835,2141.89,1964.25,0,0,-1.54159
541.835,2141.89,1964.25,0,0,-1.54159
531.527,2189.3,1966.37,0,0,-1.34159
531.527,2189.3,1966.37,0,0,-1.34159
522.728,2234.2,1968.1,0,0,-1.34159
522.728,2234.2,1968.1,0,0,-1.34159
519.293,2269.86,1966.89,0,0,-1.74159
519.293,2269.86,1966.89,0,0,-1.74159
553.023,2303.39,1991.22,0,0,-2.54159
553.023,2303.39,1991.22,0,0,-2.54159
594.793,2330.57,2012.46,0,0,-2.54159
594.793,2330.57,2012.46,0,0,-2.54159
635.355,2370.94,2033.33,0,0,-2.34159
635.355,2370.94,2033.33,0,0,-2.34159
671.686,2426.96,2053.64,0,0,-1.94159
671.686,2426.96,2053.64,0,0,-1.94159
701.213,2497.02,2073.48,0,0,-1.94159
701.213,2497.02,2073.48,0,0,-1.94159
732.073,2561.61,2092.31,0,0,-2.14159
732.073,2561.61,2092.31,0,0,-2.14159
765.438,2616.61,2111.82,0,0,-2.14159
765.438,2616.61,2111.82,0,0,-2.14159
802.869,2660.76,2133.22,0,0,-2.34159
802.869,2660.76,2133.22,0,0,-2.34159
842.104,2700.98,2157.11,0,0,-2.54159
842.104,2700.98,2157.11,0,0,-2.54159
882.193,2741.07,2182.65,0,0,-2.94159
882.193,2741.07,2182.65,0,0,-2.94159
921.219,2784.81,2209.01,0,0,-2.74159
921.219,2784.81,2209.01,0,0,-2.74159
952.734,2835.95,2236.16,0,0,3.14159
952.734,2835.95,2236.16,0,0,3.14159
978.994,2893.2,2264.97,0,0,-2.74159
978.994,2893.2,2264.97,0,0,-2.74159
1006.27,2951.83,2296.97,0,0,-2.74159
1006.27,2951.83,2296.97,0,0,-2.74159
923.756,3052.92,2330.23,0,0,-1.74159
923.756,3052.92,2330.23,0,0,-1.74159
1148.3,3045.77,2369.86,0,0,-2.74159
1148.3,3045.77,2369.86,0,0,-2.74159
1266.27,3078.02,2354.22,0,0,-2.94159
1266.27,3078.02,2354.22,0,0,-2.94159
1388.95,3085.78,2336.77,0,0,3.05841
1388.95,3085.78,2336.77,0,0,3.05841
1509,3062.3,2231.76,0,0,2.45841
1509,3062.3,2231.76,0,0,2.45841
1672.58,3041.81,2129.05,0,0,-0.341593
1672.58,3041.81,2129.05,0,0,-0.341593
1944.53,3037.24,2040.8,0,0,-2.54159
1944.53,3037.24,2040.8,0,0,-2.54159
2206.28,2788.99,1982.92,0,0,0.458407
2206.28,2788.99,1982.92,0,0,0.458407
2078.35,3071.39,2308.34,0,0,2.85841
2078.35,3071.39,2308.34,0,0,2.85841
1988.69,3334.83,2576.02,0,0,0.658407
1988.69,3334.83,2576.02,0,0,0.658407
